,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__ccp_alpha,param_model__class_weight,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_preprocessor__num__imputer__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.5459372997283936,0.0301627342963361,0.07812385559082032,0.006731252408644208,0.0,,gini,,1,2,mean,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'preprocessor__num__imputer__strategy': 'mean'}",0.9965156794425087,0.9960726194886995,0.995926227686838,0.9962935507783544,0.9968141068385568,0.9963244368469916,0.0003160021827085484,23
1,1.74949369430542,0.041032024222585645,0.090802001953125,0.010439484386176277,0.0,,gini,,1,2,median,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'preprocessor__num__imputer__strategy': 'median'}",0.9965156794425087,0.9960726194886995,0.995926227686838,0.9962935507783544,0.9968141068385568,0.9963244368469916,0.0003160021827085484,23
2,1.6368607521057128,0.05984887099003871,0.09400010108947754,0.009274746462055696,0.0,,gini,,1,5,mean,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'preprocessor__num__imputer__strategy': 'mean'}",0.9955542382928275,0.9961447212336892,0.9955555555555555,0.9959976282241328,0.9968879668049793,0.996028022022237,0.0004902536287829071,35
3,1.70888671875,0.08327574558663743,0.09180307388305664,0.011355005276280822,0.0,,gini,,1,5,median,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'preprocessor__num__imputer__strategy': 'median'}",0.9955542382928275,0.9961447212336892,0.9955555555555555,0.9959976282241328,0.9968879668049793,0.996028022022237,0.0004902536287829071,35
4,1.6758002281188964,0.1541581911437909,0.09700112342834473,0.022469165540530044,0.0,,gini,,1,10,mean,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'preprocessor__num__imputer__strategy': 'mean'}",0.9949622166246851,0.9962935507783544,0.9948915377211817,0.9956318945731842,0.9962935507783544,0.995614550095152,0.00061166502860673,45
5,1.7057424545288087,0.06346939335633656,0.08436188697814942,0.004084406705565149,0.0,,gini,,1,10,median,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'preprocessor__num__imputer__strategy': 'median'}",0.9949622166246851,0.9962935507783544,0.9948915377211817,0.9956318945731842,0.9962935507783544,0.995614550095152,0.00061166502860673,45
6,1.8435526371002198,0.15123609203132976,0.07840003967285156,0.004454059962111483,0.0,,gini,,2,2,mean,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'preprocessor__num__imputer__strategy': 'mean'}",0.9947356713872618,0.9948824445598161,0.9947364519237898,0.9951038575667656,0.9965895610913404,0.9952095973057947,0.0007029910653484632,51
7,1.7618449687957765,0.04903779039970433,0.08532805442810058,0.007671745295227038,0.0,,gini,,2,2,median,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'preprocessor__num__imputer__strategy': 'median'}",0.9947356713872618,0.9948824445598161,0.9947364519237898,0.9951038575667656,0.9965895610913404,0.9952095973057947,0.0007029910653484632,51
8,1.7126924991607666,0.13455508002558936,0.0760390281677246,0.0032396431750894715,0.0,,gini,,2,5,mean,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'preprocessor__num__imputer__strategy': 'mean'}",0.9949554896142433,0.9952550415183867,0.9945889852494255,0.9950300422817299,0.9965156794425087,0.9952690476212588,0.0006591227616068182,49
9,1.8124162673950195,0.1458921513401332,0.07479562759399414,0.005266817527198695,0.0,,gini,,2,5,median,"{'model__ccp_alpha': 0.0, 'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'preprocessor__num__imputer__strategy': 'median'}",0.9949554896142433,0.9952550415183867,0.9945889852494255,0.9950300422817299,0.9965156794425087,0.9952690476212588,0.0006591227616068182,49
